year,make,model,trim,body,market,headlight_low,headlight_high,parking,turn_front,side_marker_front,drl,fog_front,cornering,turn_mirror,turn_fender,tail,brake,turn_rear,reverse,license_plate,high_mount_stop,rear_fog,side_marker_rear,turn_bumper,brake_trunk,reverse_trunk,dome,map,rear_map,cargo,trunk,glovebox,vanity,door_courtesy,footwell,step_courtesy,ignition_ring,center_console,shifter,ambient,cluster,hvac,radio,switch_bank,source_1,source_2,confidence
2016,Subaru,Legacy,B4 Limited (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Legacy,Outback (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Levorg,1.6GT (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Levorg,1.6GT-S (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Levorg,2.0GT (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Levorg,2.0GT-S (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Levorg,2.0STI Sport (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Outback,Limited (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Outback,Limited EyeSight (JDM),Wagon,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Pleo,A (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Pleo,L (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Pleo,Plus (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Pleo,Plus 4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Sambar,Truck (JDM),Truck,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Sambar,Truck 4WD (JDM),Truck,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Sambar,Van (JDM),Van,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Sambar,Van 4WD (JDM),Van,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Stella,Custom R (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Stella,Custom RS (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Stella,G (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Stella,L (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Stella,L 4WD (JDM),Hatchback,JDM,H4 (9003)|P43t|2|bulb|true,H4 (9003)|P43t|2|bulb|true,LED_MODULE||0|led|false,1156|BA15s|2|bulb|true,n/a,PSX24W||2|bulb|true,n/a,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|1|bulb|true,168|W2.1x9.5d|1|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Trezia,1.3i (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,Trezia,1.5i (JDM),Hatchback,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,WRX,Base (US),Sedan,USDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440A|W3x16d|2|bulb|true,LED_MODULE||0|led|false,PSX24W||2|bulb|true,n/a,n/a,unknown,n/a,7443|W3x16q|2|bulb|true,7443|W3x16q|2|bulb|true,7440A|W3x16d|2|bulb|true,921|W3x16d|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,n/a,LED_MODULE||0|led|false,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,WRX S4,GT (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
2016,Subaru,WRX S4,GT-S (JDM),Sedan,JDM,H11|PGJ19-2|2|bulb|true,9005 (HB3)|P20d|2|bulb|true,LED_MODULE||0|led|false,7440|W21W|2|bulb|true,n/a,LED_MODULE||0|led|false,H11|PGJ19-2|2|bulb|true,n/a,unknown,unknown,1157|BAY15d|2|bulb|true,1157|BAY15d|2|bulb|true,1156|BA15s|2|bulb|true,1156|BA15s|2|bulb|true,168|W2.1x9.5d|2|bulb|true,LED_MODULE||0|led|false,LED_MODULE||0|led|false,n/a,n/a,n/a,n/a,DE3175|31mm Festoon|1|bulb|true,168|W2.1x9.5d|2|bulb|true,168|W2.1x9.5d|1|bulb|true,n/a,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,168|W2.1x9.5d|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,74|T5|1|bulb|true,unknown,n/a,n/a,n/a,n/a,Factory LED,,medium
