year,make,model,trim,body,market,engine_oil_drain_plug,engine_oil_filter,manual_trans_drain_plug,manual_trans_fill_plug,automatic_trans_drain_plug,automatic_trans_pan_bolts,cvt_drain_plug,cvt_pan_bolts,front_diff_drain_plug,front_diff_fill_plug,rear_diff_drain_plug,rear_diff_fill_plug,transfer_case_or_center_diff_drain_plug,transfer_case_or_center_diff_fill_plug,spark_plugs,wheel_lug_nuts,brake_caliper_bracket_bolts,brake_caliper_slide_pins,brake_bleeder_screws,battery_terminal_clamp,notes,source_1,source_2,confidence
1978,Subaru,BRAT,Base (US),,USDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 100 N·m / 74 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,Impreza,Sport 1.6i (JDM),Hatchback,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Impreza,Sport 1.6i-L (JDM),Hatchback,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Impreza,Sport 2.0i (JDM),Hatchback,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Impreza,Sport 2.0i-S (JDM),Hatchback,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Legacy,2.5i Premium (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Legacy,B4 (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Legacy,B4 Limited (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Legacy,Outback (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Levorg,1.6GT (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Levorg,1.6GT-S (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Levorg,2.0GT (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Levorg,2.0GT-S (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Levorg,2.0STI Sport (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,Outback,Limited (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Outback,Limited EyeSight (JDM),Wagon,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Pleo,A (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Pleo,L (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Pleo,Plus (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Pleo,Plus 4WD (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Sambar,Truck (JDM),Truck,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Sambar,Truck 4WD (JDM),Truck,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Sambar,Van (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Sambar,Van 4WD (JDM),Van,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Stella,Custom R (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Stella,Custom RS (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Stella,G (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Stella,L (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Stella,L 4WD (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Trezia,1.3i (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,Trezia,1.5i (JDM),Hatchback,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,WRX,Base (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,WRX S4,GT (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,WRX S4,GT-S (JDM),Sedan,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,WRX STI,Base (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,WRX STI,Type S (JDM),Sedan,JDM,with crush washer: 44 N·m / 32 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 21 N·m / 15 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2016,Subaru,XV,2.0i (JDM),Crossover,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,XV,2.0i-L (JDM),Crossover,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2016,Subaru,XV,Hybrid (JDM),Crossover,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,,,,,with crush washer: 31 N·m / 23 ft-lb,steel pan: 5.0 N·m / 3.7 ft-lb,with crush washer: 70 N·m / 52 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,,Subaru Service Manual,,medium
2017,Subaru,BRZ,Base (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2017,Subaru,BRZ,GT (JDM),Coupe,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2017,Subaru,BRZ,Premium (US),,USDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2017,Subaru,BRZ,R (JDM),Coupe,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
2017,Subaru,BRZ,S (JDM),Coupe,JDM,with crush washer: 42 N·m / 31 ft-lb,capacity: 14 N·m / 10 ft-lb,with crush washer: 44 N·m / 32 ft-lb,with crush washer: 44 N·m / 32 ft-lb,,,,,,,with crush washer: 50 N·m / 37 ft-lb,with crush washer: 50 N·m / 37 ft-lb,,,capacity: 17 N·m / 13 ft-lb,capacity: 120 N·m / 89 ft-lb,,,capacity: 8.0 N·m / 5.9 ft-lb,capacity: 6.0 N·m / 4.4 ft-lb,; Front diff shared sump (MT),Subaru Service Manual,,medium
